producer_name,phone,latitude,longitude,website,country,city,zipCode,addressLines,designation_name,color,variety_name
Cave de Tain (Bio),04 75 08 20 87,45.0721801,4.8434029,https://www.cavedetain.com/en/,France,Tain-l'Hermitage,26600,22 Route de Larnage,Hermitage,blanc,Marsanne 
Cave de Tain (Bio),04 75 08 20 87,45.0721801,4.8434029,https://www.cavedetain.com/en/,France,Tain-l'Hermitage,26600,22 Route de Larnage,Hermitage,blanc,Roussanne
Cave de Tain (Bio),04 75 08 20 87,45.0721801,4.8434029,https://www.cavedetain.com/en/,France,Tain-l'Hermitage,26600,22 Route de Larnage,Saint-Péray,blanc,Marsanne 
Cave de Tain (Bio),04 75 08 20 87,45.0721801,4.8434029,https://www.cavedetain.com/en/,France,Tain-l'Hermitage,26600,22 Route de Larnage,Saint-Péray,blanc,Roussanne
Cave de Tain (Bio),04 75 08 20 87,45.0721801,4.8434029,https://www.cavedetain.com/en/,France,Tain-l'Hermitage,26600,22 Route de Larnage,Saint-Péray,mousseux,Marsanne 
Cave de Tain (Bio),04 75 08 20 87,45.0721801,4.8434029,https://www.cavedetain.com/en/,France,Tain-l'Hermitage,26600,22 Route de Larnage,Saint-Péray,mousseux,Roussanne
Domaine Les Terriens,,45.4161423,4.6915989,http://www.les-terriens.fr/,France,Chavanay,42410,Les Egrets ,Côte-Rotie,rouge,Syrah
Domaine Les Terriens,,45.4161423,4.6915989,http://www.les-terriens.fr/,France,Chavanay,42410,Les Egrets ,Condrieu ,blanc,Viognier
Domaine Les Terriens,,45.4161423,4.6915989,http://www.les-terriens.fr/,France,Chavanay,42410,Les Egrets ,Collines Rhodaniennes,rosé,Syrah
Domaine Les Terriens,,45.4161423,4.6915989,http://www.les-terriens.fr/,France,Chavanay,42410,Les Egrets ,Collines Rhodaniennes,rouge,Syrah
Domaine Les Terriens,,45.4161423,4.6915989,http://www.les-terriens.fr/,France,Chavanay,42410,Les Egrets ,Collines Rhodaniennes,rosé,Merlot
Domaine Les Terriens,,45.4161423,4.6915989,http://www.les-terriens.fr/,France,Chavanay,42410,Les Egrets ,Collines Rhodaniennes,rouge,Merlot
Domaine Les Terriens,,45.4161423,4.6915989,http://www.les-terriens.fr/,France,Chavanay,42410,Les Egrets ,Collines Rhodaniennes,blanc,Viognier
Domaine Les Terriens,,45.4161423,4.6915989,http://www.les-terriens.fr/,France,Chavanay,42410,Les Egrets ,Collines Rhodaniennes,blanc,Marsanne 
Domaine Les Terriens,,45.4161423,4.6915989,http://www.les-terriens.fr/,France,Chavanay,42410,Les Egrets ,Collines Rhodaniennes,blanc,Roussanne
Domaine Les Terriens,,45.4161423,4.6915989,http://www.les-terriens.fr/,France,Chavanay,42410,Les Egrets ,Collines Rhodaniennes,blanc,Chardonnay
Domaine Les Terriens,,45.4161423,4.6915989,http://www.les-terriens.fr/,France,Chavanay,42410,Les Egrets ,Collines Rhodaniennes,blanc,Aligoté
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Gigondas,rosé,Syrah
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Gigondas,rouge,Syrah
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Gigondas,rosé,Grenache
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Gigondas,rouge,Grenache
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Gigondas,rouge,Mourvèdre
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Vacqueyras,rosé,Syrah
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Vacqueyras,rouge,Syrah
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Vacqueyras,rosé,Grenache
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Vacqueyras,rouge,Grenache
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Vacqueyras,rouge,Mourvèdre
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Vacqueyras,rosé,Cinsault
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Vacqueyras,blanc,Viognier
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Vacqueyras,blanc,Marsanne 
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Vacqueyras,blanc,Roussanne
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Vacqueyras,blanc,Clairette 
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Vacqueyras,blanc,Grenache Blanc
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Vacqueyras,blanc,Bourboulenc
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Cairanne,rosé,Syrah
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Cairanne,rouge,Syrah
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Cairanne,blanc,Grenache Blanc
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Cairanne,blanc,Clairette 
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Cairanne,rouge,Grenache
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Cairanne,rosé,Grenache
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Vinsobres,rouge,Syrah
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Côtes du Rhône,blanc,Grenache Blanc
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Côtes du Rhône,rosé,Syrah
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Côtes du Rhône,rouge,Syrah
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Côtes du Rhône,rouge,Grenache
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Côtes du Rhône,rosé,Grenache
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Côtes du Rhône,rouge,Mourvèdre
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Côtes du Rhône,blanc,Clairette 
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Côtes du Rhône,blanc,Viognier
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Côtes du Rhône,blanc,Marsanne 
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Côtes du Rhône,blanc,Roussanne
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Côtes du Rhône,blanc,Bourboulenc
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Ventoux ,rouge,Grenache
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Ventoux ,rosé,Grenache
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Ventoux ,rosé,Syrah
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Ventoux ,rouge,Syrah
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Ventoux ,rosé,Cinsault
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Ventoux ,rouge,Mourvèdre
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Ventoux ,rosé,Carignan 
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Ventoux ,blanc,Clairette 
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Ventoux ,blanc,Bourboulenc
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Ventoux ,blanc,Roussanne
Domaine Pierre Amadieu,04 90 65 84 08,44.1667406,4.9972105,https://www.pierre-amadieu.com/,France,Gigondas,84190,201 Route des Princes d'Orange,Ventoux ,blanc,Grenache Blanc
Domaine La Barroche,06 62 84 95 79,44.0523578,4.8320173,https://www.domainelabarroche.com/,France,Châteauneuf-du-Pape,84230,16 Chemin du Clos,Châteauneuf-du-Pape,rouge,Grenache
Domaine La Barroche,06 62 84 95 79,44.0523578,4.8320173,https://www.domainelabarroche.com/,France,Châteauneuf-du-Pape,84230,16 Chemin du Clos,Châteauneuf-du-Pape,rouge,Syrah
Domaine La Barroche,06 62 84 95 79,44.0523578,4.8320173,https://www.domainelabarroche.com/,France,Châteauneuf-du-Pape,84230,16 Chemin du Clos,Châteauneuf-du-Pape,blanc,Clairette 
Domaine La Barroche,06 62 84 95 79,44.0523578,4.8320173,https://www.domainelabarroche.com/,France,Châteauneuf-du-Pape,84230,16 Chemin du Clos,Châteauneuf-du-Pape,rouge,Mourvèdre
Domaine La Barroche,06 62 84 95 79,44.0523578,4.8320173,https://www.domainelabarroche.com/,France,Châteauneuf-du-Pape,84230,16 Chemin du Clos,Châteauneuf-du-Pape,rouge,Cinsault
Domaine La Barroche,06 62 84 95 79,44.0523578,4.8320173,https://www.domainelabarroche.com/,France,Châteauneuf-du-Pape,84230,16 Chemin du Clos,Châteauneuf-du-Pape,blanc,Bourboulenc
Domaine La Barroche,06 62 84 95 79,44.0523578,4.8320173,https://www.domainelabarroche.com/,France,Châteauneuf-du-Pape,84230,16 Chemin du Clos,Châteauneuf-du-Pape,blanc,Roussanne
Domaine Eyguestre,06 80 23 50 86,44.2179331,5.0412827,,France,Seguret,84110,Quartier Eyguestre,Côtes du Rhône Villages Séguret,rouge,Grenache
Domaine Eyguestre,06 80 23 50 86,44.2179331,5.0412827,,France,Seguret,84110,Quartier Eyguestre,Côtes du Rhône Villages Séguret,rosé,Grenache
Domaine Eyguestre,06 80 23 50 86,44.2179331,5.0412827,,France,Seguret,84110,Quartier Eyguestre,Côtes du Rhône Villages Séguret,rosé,Syrah
Domaine Eyguestre,06 80 23 50 86,44.2179331,5.0412827,,France,Seguret,84110,Quartier Eyguestre,Côtes du Rhône Villages Séguret,rouge,Syrah
Domaine Eyguestre,06 80 23 50 86,44.2179331,5.0412827,,France,Seguret,84110,Quartier Eyguestre,Côtes du Rhône Villages Séguret,rouge,Mourvèdre
Domaine Eyguestre,06 80 23 50 86,44.2179331,5.0412827,,France,Seguret,84110,Quartier Eyguestre,Côtes du Rhône Villages Séguret,blanc,Grenache Blanc
Domaine Eyguestre,06 80 23 50 86,44.2179331,5.0412827,,France,Seguret,84110,Quartier Eyguestre,Côtes du Rhône Villages Séguret,blanc,Clairette 
Domaine Eyguestre,06 80 23 50 86,44.2179331,5.0412827,,France,Seguret,84110,Quartier Eyguestre,Côtes du Rhône Villages Séguret,blanc,Bourboulenc
Domaine Eyguestre,06 80 23 50 86,44.2179331,5.0412827,,France,Seguret,84110,Quartier Eyguestre,Côtes du Rhône Villages Séguret,blanc,Viognier
Domaine Eyguestre,06 80 23 50 86,44.2179331,5.0412827,,France,Seguret,84110,Quartier Eyguestre,Côtes du Rhône Villages Séguret,blanc,Marsanne 
Domaine Eyguestre,06 80 23 50 86,44.2179331,5.0412827,,France,Seguret,84110,Quartier Eyguestre,Côtes du Rhône Villages Séguret,blanc,Roussanne
Château Beaubois (Bio),04 66 73 30 59,43.6513784,4.3446713,https://chateau-beaubois.com/,France,Beauvoisin,30640,Route de Franquevaux,Costières de Nîmes,rouge,Grenache
Château Beaubois (Bio),04 66 73 30 59,43.6513784,4.3446713,https://chateau-beaubois.com/,France,Beauvoisin,30640,Route de Franquevaux,Costières de Nîmes,rosé,Grenache
Château Beaubois (Bio),04 66 73 30 59,43.6513784,4.3446713,https://chateau-beaubois.com/,France,Beauvoisin,30640,Route de Franquevaux,Costières de Nîmes,rouge,Mourvèdre
Château Beaubois (Bio),04 66 73 30 59,43.6513784,4.3446713,https://chateau-beaubois.com/,France,Beauvoisin,30640,Route de Franquevaux,Costières de Nîmes,rosé,Syrah
Château Beaubois (Bio),04 66 73 30 59,43.6513784,4.3446713,https://chateau-beaubois.com/,France,Beauvoisin,30640,Route de Franquevaux,Costières de Nîmes,rouge,Syrah
Château Beaubois (Bio),04 66 73 30 59,43.6513784,4.3446713,https://chateau-beaubois.com/,France,Beauvoisin,30640,Route de Franquevaux,Costières de Nîmes,blanc,Grenache Blanc
Château Beaubois (Bio),04 66 73 30 59,43.6513784,4.3446713,https://chateau-beaubois.com/,France,Beauvoisin,30640,Route de Franquevaux,Costières de Nîmes,blanc,Marsanne 
Château Beaubois (Bio),04 66 73 30 59,43.6513784,4.3446713,https://chateau-beaubois.com/,France,Beauvoisin,30640,Route de Franquevaux,Costières de Nîmes,blanc,Roussanne
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Costières de Nîmes,rouge,Grenache
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Costières de Nîmes,rosé,Grenache
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Costières de Nîmes,rouge,Mourvèdre
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Costières de Nîmes,rosé,Syrah
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Costières de Nîmes,rouge,Syrah
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Costières de Nîmes,blanc,Grenache Blanc
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Costières de Nîmes,blanc,Marsanne 
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Costières de Nîmes,blanc,Roussanne
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Lubéron ,rouge,Grenache
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Lubéron ,rosé,Grenache
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Lubéron ,rouge,Mourvèdre
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Lubéron ,rosé,Syrah
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Lubéron ,rouge,Syrah
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Lubéron ,blanc,Grenache Blanc
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Lubéron ,blanc,Clairette 
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Lubéron ,blanc,Bourboulenc
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Lubéron ,blanc,Marsanne 
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Lubéron ,blanc,Ugni-Blanc
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Lubéron ,blanc,Vermentino
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Lubéron ,blanc,Roussanne
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Méditerranée ,rosé,Syrah
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Méditerranée ,rouge,Syrah
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Méditerranée ,rouge,Merlot
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Méditerranée ,rouge,Cabernet
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Méditerranée ,rouge,Grenache
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Méditerranée ,rosé,Grenache
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Méditerranée ,rouge,Caladoc
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Méditerranée ,rosé,Caladoc
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Méditerranée ,rouge,Marselan
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Méditerranée ,blanc,Viognier
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Méditerranée ,blanc,Chardonnay 
Le temps des sages ,04 90 79 08 06,43.7816218,5.4960593,https://www.letempsdessages.com/,France,Cabrières-d'Aigues,84240,Rue du Bout de Vière,Méditerranée ,mousseux,Chardonnay 
Château de Parnay (Bio),09 67 86 77 59,47.231082,0.0091048,https://www.ot-saumur.fr/VIGNOBLE-DEGUSTATION-CHATEAU-DE-PARNAY_a5008.html,France,Parnay,49730,22 route de Saumur,Saumur ,rouge,Cabernet Franc
Château de Parnay (Bio),09 67 86 77 59,47.231082,0.0091048,https://www.ot-saumur.fr/VIGNOBLE-DEGUSTATION-CHATEAU-DE-PARNAY_a5008.html,France,Parnay,49730,22 route de Saumur,Saumur ,blanc,Chenin
Château de Parnay (Bio),09 67 86 77 59,47.231082,0.0091048,https://www.ot-saumur.fr/VIGNOBLE-DEGUSTATION-CHATEAU-DE-PARNAY_a5008.html,France,Parnay,49730,22 route de Saumur,Saumur-Champigny,rouge,Cabernet Franc
Château de Parnay (Bio),09 67 86 77 59,47.231082,0.0091048,https://www.ot-saumur.fr/VIGNOBLE-DEGUSTATION-CHATEAU-DE-PARNAY_a5008.html,France,Parnay,49730,22 route de Saumur,Coteau de l'Aubance,blanc,Chenin
Château de Parnay (Bio),09 67 86 77 59,47.231082,0.0091048,https://www.ot-saumur.fr/VIGNOBLE-DEGUSTATION-CHATEAU-DE-PARNAY_a5008.html,France,Parnay,49730,22 route de Saumur,Anjou Brissac,rouge,Cabernet Franc
Château de Parnay (Bio),09 67 86 77 59,47.231082,0.0091048,https://www.ot-saumur.fr/VIGNOBLE-DEGUSTATION-CHATEAU-DE-PARNAY_a5008.html,France,Parnay,49730,22 route de Saumur,Anjou Brissac,rouge,Cabernet Sauvignon
Château de Parnay (Bio),09 67 86 77 59,47.231082,0.0091048,https://www.ot-saumur.fr/VIGNOBLE-DEGUSTATION-CHATEAU-DE-PARNAY_a5008.html,France,Parnay,49730,22 route de Saumur,Crémant de loire,blanc,Chardonnay
Château de Parnay (Bio),09 67 86 77 59,47.231082,0.0091048,https://www.ot-saumur.fr/VIGNOBLE-DEGUSTATION-CHATEAU-DE-PARNAY_a5008.html,France,Parnay,49730,22 route de Saumur,Crémant de loire,mousseux,Chardonnay
Château de Parnay (Bio),09 67 86 77 59,47.231082,0.0091048,https://www.ot-saumur.fr/VIGNOBLE-DEGUSTATION-CHATEAU-DE-PARNAY_a5008.html,France,Parnay,49730,22 route de Saumur,Crémant de loire,blanc,Chenin
Château de Parnay (Bio),09 67 86 77 59,47.231082,0.0091048,https://www.ot-saumur.fr/VIGNOBLE-DEGUSTATION-CHATEAU-DE-PARNAY_a5008.html,France,Parnay,49730,22 route de Saumur,Crémant de loire,rosé,Cabernet Sauvignon
Château de Parnay (Bio),09 67 86 77 59,47.231082,0.0091048,https://www.ot-saumur.fr/VIGNOBLE-DEGUSTATION-CHATEAU-DE-PARNAY_a5008.html,France,Parnay,49730,22 route de Saumur,Crémant de loire,rosé,Pineau d'Aunis
Château de Parnay (Bio),09 67 86 77 59,47.231082,0.0091048,https://www.ot-saumur.fr/VIGNOBLE-DEGUSTATION-CHATEAU-DE-PARNAY_a5008.html,France,Parnay,49730,22 route de Saumur,Crémant de loire,mousseux,Pineau d'Aunis
Château de Parnay (Bio),09 67 86 77 59,47.231082,0.0091048,https://www.ot-saumur.fr/VIGNOBLE-DEGUSTATION-CHATEAU-DE-PARNAY_a5008.html,France,Parnay,49730,22 route de Saumur,Crémant de loire,rosé,Pinot Noir
Domaine Cirotte,02 48 54 30 95,47.3145614,2.7845606,https://www.facebook.com/Domaine-Cirotte-203687082978447/?ref=page_internal,France,Bue,18300,1 Impasse de la Grand Vigne,Sancerre,rosé,Pinot Noir
Domaine Cirotte,02 48 54 30 95,47.3145614,2.7845606,https://www.facebook.com/Domaine-Cirotte-203687082978447/?ref=page_internal,France,Bue,18300,1 Impasse de la Grand Vigne,Sancerre,rouge,Pinot Noir
Domaine Cirotte,02 48 54 30 95,47.3145614,2.7845606,https://www.facebook.com/Domaine-Cirotte-203687082978447/?ref=page_internal,France,Bue,18300,1 Impasse de la Grand Vigne,Sancerre,blanc,Sauvignon
Clos Vigneau ,02 47 97 75 10,47.2838337,0.1190325,http://www.closduvigneau.com/,France,Saint-Nicolas-de-Bourgueil,37140,Le Vigneau,Saint-Nicolas-de-Bourgueil,rosé,Cabernet Sauvignon
Clos Vigneau ,02 47 97 75 10,47.2838337,0.1190325,http://www.closduvigneau.com/,France,Saint-Nicolas-de-Bourgueil,37140,Le Vigneau,Saint-Nicolas-de-Bourgueil,rouge,Cabernet Sauvignon
Clos Vigneau ,02 47 97 75 10,47.2838337,0.1190325,http://www.closduvigneau.com/,France,Saint-Nicolas-de-Bourgueil,37140,Le Vigneau,Saint-Nicolas-de-Bourgueil,rouge,Cabernet Franc
Domaine de Rocheville,02 41 38 10 00,47.222747,0.0086012,https://rocheville.net/,France,Parnay,49730,Chemin des Hauts de Valbrun,Saumur,rouge,Cabernet Franc
Domaine de Rocheville,02 41 38 10 00,47.222747,0.0086012,https://rocheville.net/,France,Parnay,49730,Chemin des Hauts de Valbrun,Saumur,blanc,Chenin
Domaine de Rocheville,02 41 38 10 00,47.222747,0.0086012,https://rocheville.net/,France,Parnay,49730,Chemin des Hauts de Valbrun,Saumur-Champigny,rouge,Cabernet Franc
Domaine de Pied Flond,02 41 59 92 36,47.2163743,-0.5126621,http://www.piedflond.fr/,France,Terranjou,49540,Gourdon Franck Earl,Cabernet d'Anjou,rosé,Cabernet Franc
Domaine de Pied Flond,02 41 59 92 36,47.2163743,-0.5126621,http://www.piedflond.fr/,France,Terranjou,49540,Gourdon Franck Earl,Cabernet d'Anjou,rosé,Cabernet Sauvignon
